"PROFILE_ID","PROFILE_NAME","PROFILE_EMAIL","PROFILE_GENDER","PROFILE_AGE_GROUP","PROFILE_INTERESTED_COLOR","ORDER_ID","ORDER_TOTAL","ORDER_ITEM_ID","ORDER_ITEM_QUANTITY","PRODUCT_CATEGORY","PRODUCT_SUBCATEGORY","PRODUCT_NAME","PRODUCT_SUMMARY","PRODUCT_PRICE","DISCOUNTED_PRODUCT_PRICE","PRODUCT_TARGETED_GENDER","PRODUCT_TARGETED_AGE","PRODUCT_COLOR"
"2","asd1","asd1@asd.com","0","4","Red","2","20250.0","351","4","Mens Clothing","Shirt","Sandy Hilpert Shirt","Sandy Hilpert formal Shirt","600.0","550.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","2","20250.0","365","9","Mens Clothing","Shirt","Pierce Robel Shirt","Pierce Robel Casual Shirt","750.0","700.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","2","20250.0","342","7","Mens Clothing","Shirt","Theo Jerde Shirt","Theo Jerde Casual Shirt","200.0","150.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","345","7","Mens Clothing","Shirt","Leslie Keeling Shirt","Leslie Keeling Casual Shirt","350.0","300.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","355","1","Mens Clothing","Shirt"," Santino Bernhard Shirt"," Santino Bernhard Casual Shirt","800.0","750.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","365","2","Mens Clothing","Shirt","Pierce Robel Shirt","Pierce Robel Casual Shirt","750.0","700.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","359","7","Mens Clothing","Shirt","Scot Bauch Shirt","Scot Bauch Casual Shirt","100.0","50.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","341","7","Mens Clothing","Shirt","Jaqueline Ward Shirt","Jaqueline Ward formal Shirt","150.0","100.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","354","5","Mens Clothing","Shirt","Leone Boyer Shirt","Leone Boyer Casual Shirt","750.0","700.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","365","1","Mens Clothing","Shirt","Pierce Robel Shirt","Pierce Robel Casual Shirt","750.0","700.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","370","5","Mens Clothing","Shirt","Raoul Spencer Shirt","Raoul Spencer Casual Shirt","100.0","50.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","358","2","Mens Clothing","Shirt","Lavina Ortiz Shirt","Lavina Ortiz Casual Shirt","950.0","900.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","3","16750.0","364","8","Mens Clothing","Shirt"," Adolphus Mayert Shirt"," Adolphus Mayert Casual Shirt","700.0","650.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","355","5","Mens Clothing","Shirt"," Santino Bernhard Shirt"," Santino Bernhard Casual Shirt","800.0","750.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","346","1","Mens Clothing","Shirt","Madelyn Stanton  Shirt","Madelyn Stanton  formal Shirt","400.0","350.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","363","9","Mens Clothing","Shirt","Davion Howell  Shirt","Davion Howell  formal Shirt","650.0","600.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","368","7","Mens Clothing","Shirt"," Malachi Emard Shirt"," Malachi Emard formal Shirt","900.0","850.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","355","5","Mens Clothing","Shirt"," Santino Bernhard Shirt"," Santino Bernhard Casual Shirt","800.0","750.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","365","8","Mens Clothing","Shirt","Pierce Robel Shirt","Pierce Robel Casual Shirt","750.0","700.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","370","6","Mens Clothing","Shirt","Raoul Spencer Shirt","Raoul Spencer Casual Shirt","100.0","50.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","363","3","Mens Clothing","Shirt","Davion Howell  Shirt","Davion Howell  formal Shirt","650.0","600.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","366","3","Mens Clothing","Shirt","Burley Koch Shirt","Burley Koch Casual Shirt","800.0","750.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","4","30550.0","365","2","Mens Clothing","Shirt","Pierce Robel Shirt","Pierce Robel Casual Shirt","750.0","700.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","340","1","Mens Clothing","Shirt","Jared Huels Shirt","Jared Huels formal Shirt","100.0","50.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","340","4","Mens Clothing","Shirt","Jared Huels Shirt","Jared Huels formal Shirt","100.0","50.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","371","9","Mens Clothing","Shirt","Favian Mann Shirt","Favian Mann Casual Shirt","150.0","100.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","369","5","Mens Clothing","Shirt","Elbert Jones Shirt","Elbert Jones Casual Shirt","950.0","900.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","365","9","Mens Clothing","Shirt","Pierce Robel Shirt","Pierce Robel Casual Shirt","750.0","700.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","343","3","Mens Clothing","Shirt","Herminio Hane  Shirt","Herminio Hane  Casual Shirt","250.0","200.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","364","1","Mens Clothing","Shirt"," Adolphus Mayert Shirt"," Adolphus Mayert Casual Shirt","700.0","650.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","346","5","Mens Clothing","Shirt","Madelyn Stanton  Shirt","Madelyn Stanton  formal Shirt","400.0","350.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","362","1","Mens Clothing","Shirt","Cary Quitzon  Shirt","Cary Quitzon  Casual Shirt","600.0","550.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","5","16550.0","342","7","Mens Clothing","Shirt","Theo Jerde Shirt","Theo Jerde Casual Shirt","200.0","150.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","349","2","Mens Clothing","Shirt"," Ansel Kerluke Shirt"," Ansel Kerluke Casual Shirt","550.0","500.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","368","7","Mens Clothing","Shirt"," Malachi Emard Shirt"," Malachi Emard formal Shirt","900.0","850.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","341","5","Mens Clothing","Shirt","Jaqueline Ward Shirt","Jaqueline Ward formal Shirt","150.0","100.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","365","6","Mens Clothing","Shirt","Pierce Robel Shirt","Pierce Robel Casual Shirt","750.0","700.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","345","3","Mens Clothing","Shirt","Leslie Keeling Shirt","Leslie Keeling Casual Shirt","350.0","300.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","349","5","Mens Clothing","Shirt"," Ansel Kerluke Shirt"," Ansel Kerluke Casual Shirt","550.0","500.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","342","3","Mens Clothing","Shirt","Theo Jerde Shirt","Theo Jerde Casual Shirt","200.0","150.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","353","7","Mens Clothing","Shirt","Edmond Carroll Shirt","Edmond Carroll Casual Shirt","700.0","650.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","357","2","Mens Clothing","Shirt","Kayleigh Leuschke Shirt","Kayleigh Leuschke formal Shirt","900.0","850.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","6","26300.0","364","7","Mens Clothing","Shirt"," Adolphus Mayert Shirt"," Adolphus Mayert Casual Shirt","700.0","650.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","372","9","Mens Clothing","Shirt","Jameson Morar Shirt","Jameson Morar Casual Shirt","200.0","150.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","363","8","Mens Clothing","Shirt","Davion Howell  Shirt","Davion Howell  formal Shirt","650.0","600.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","367","6","Mens Clothing","Shirt","Aletha Prohaska Shirt","Aletha Prohaska Casual Shirt","850.0","800.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","340","7","Mens Clothing","Shirt","Jared Huels Shirt","Jared Huels formal Shirt","100.0","50.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","355","6","Mens Clothing","Shirt"," Santino Bernhard Shirt"," Santino Bernhard Casual Shirt","800.0","750.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","340","5","Mens Clothing","Shirt","Jared Huels Shirt","Jared Huels formal Shirt","100.0","50.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","360","7","Mens Clothing","Shirt","Benjamin Buckridge Shirt","Benjamin Buckridge Casual Shirt","150.0","100.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","358","4","Mens Clothing","Shirt","Lavina Ortiz Shirt","Lavina Ortiz Casual Shirt","950.0","900.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","372","4","Mens Clothing","Shirt","Jameson Morar Shirt","Jameson Morar Casual Shirt","200.0","150.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","7","21600.0","353","1","Mens Clothing","Shirt","Edmond Carroll Shirt","Edmond Carroll Casual Shirt","700.0","650.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","367","7","Mens Clothing","Shirt","Aletha Prohaska Shirt","Aletha Prohaska Casual Shirt","850.0","800.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","366","3","Mens Clothing","Shirt","Burley Koch Shirt","Burley Koch Casual Shirt","800.0","750.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","341","7","Mens Clothing","Shirt","Jaqueline Ward Shirt","Jaqueline Ward formal Shirt","150.0","100.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","354","8","Mens Clothing","Shirt","Leone Boyer Shirt","Leone Boyer Casual Shirt","750.0","700.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","351","9","Mens Clothing","Shirt","Sandy Hilpert Shirt","Sandy Hilpert formal Shirt","600.0","550.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","349","4","Mens Clothing","Shirt"," Ansel Kerluke Shirt"," Ansel Kerluke Casual Shirt","550.0","500.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","342","9","Mens Clothing","Shirt","Theo Jerde Shirt","Theo Jerde Casual Shirt","200.0","150.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","361","2","Mens Clothing","Shirt","Lamar Raynor Shirt","Lamar Raynor Casual Shirt","200.0","150.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","356","3","Mens Clothing","Shirt","Quincy Schroeder Shirt","Quincy Schroeder Casual Shirt","850.0","800.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","8","26750.0","356","2","Mens Clothing","Shirt","Quincy Schroeder Shirt","Quincy Schroeder Casual Shirt","850.0","800.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","354","3","Mens Clothing","Shirt","Leone Boyer Shirt","Leone Boyer Casual Shirt","750.0","700.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","343","6","Mens Clothing","Shirt","Herminio Hane  Shirt","Herminio Hane  Casual Shirt","250.0","200.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","343","2","Mens Clothing","Shirt","Herminio Hane  Shirt","Herminio Hane  Casual Shirt","250.0","200.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","353","1","Mens Clothing","Shirt","Edmond Carroll Shirt","Edmond Carroll Casual Shirt","700.0","650.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","342","3","Mens Clothing","Shirt","Theo Jerde Shirt","Theo Jerde Casual Shirt","200.0","150.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","372","6","Mens Clothing","Shirt","Jameson Morar Shirt","Jameson Morar Casual Shirt","200.0","150.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","362","7","Mens Clothing","Shirt","Cary Quitzon  Shirt","Cary Quitzon  Casual Shirt","600.0","550.0","0","4","White"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","361","9","Mens Clothing","Shirt","Lamar Raynor Shirt","Lamar Raynor Casual Shirt","200.0","150.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","357","3","Mens Clothing","Shirt","Kayleigh Leuschke Shirt","Kayleigh Leuschke formal Shirt","900.0","850.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","9","13650.0","360","2","Mens Clothing","Shirt","Benjamin Buckridge Shirt","Benjamin Buckridge Casual Shirt","150.0","100.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","351","1","Mens Clothing","Shirt","Sandy Hilpert Shirt","Sandy Hilpert formal Shirt","600.0","550.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","340","9","Mens Clothing","Shirt","Jared Huels Shirt","Jared Huels formal Shirt","100.0","50.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","348","9","Mens Clothing","Shirt","Hosea Haag DDS Shirt","Hosea Haag DDS Casual Shirt","500.0","450.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","350","8","Mens Clothing","Shirt","Edythe Brekke Shirt","Edythe Brekke Casual Shirt","600.0","550.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","353","3","Mens Clothing","Shirt","Edmond Carroll Shirt","Edmond Carroll Casual Shirt","700.0","650.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","340","9","Mens Clothing","Shirt","Jared Huels Shirt","Jared Huels formal Shirt","100.0","50.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","344","3","Mens Clothing","Shirt","Uriel Bernhard Shirt","Uriel Bernhard Casual Shirt","300.0","250.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","344","9","Mens Clothing","Shirt","Uriel Bernhard Shirt","Uriel Bernhard Casual Shirt","300.0","250.0","0","4","Red"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","352","4","Mens Clothing","Shirt"," Alfreda Fay Shirt"," Alfreda Fay formal Shirt","650.0","600.0","0","4","blue"
"2","asd1","asd1@asd.com","0","4","Red","10","20450.0","367","4","Mens Clothing","Shirt","Aletha Prohaska Shirt","Aletha Prohaska Casual Shirt","850.0","800.0","0","4","White"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","228","4","Mens Clothing","Shirt","Issac Metz PhD Shirt","Issac Metz PhD Casual Shirt","900.0","850.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","212","2","Mens Clothing","Shirt","Hunter Botsford Shirt","Hunter Botsford formal Shirt","150.0","100.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","221","9","Mens Clothing","Shirt","Vaughn Marks Shirt","Vaughn Marks Casual Shirt","600.0","550.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","229","8","Mens Clothing","Shirt","Kendra Kualis  Shirt","Kendra Kualis  formal Shirt","950.0","900.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","223","4","Mens Clothing","Shirt","Roslyn Greenholt Shirt","Roslyn Greenholt formal Shirt","650.0","600.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","218","7","Mens Clothing","Shirt","Jaylin Kirlin  Shirt","Jaylin Kirlin  formal Shirt","450.0","400.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","219","2","Mens Clothing","Shirt","Rolando Botsford Shirt","Rolando Botsford Casual Shirt","500.0","450.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","221","3","Mens Clothing","Shirt","Vaughn Marks Shirt","Vaughn Marks Casual Shirt","600.0","550.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","241","8","Mens Clothing","Shirt","Gonzalo Keebler Shirt","Gonzalo Keebler formal Shirt","100.0","50.0","0","2","White"
"3","asd2","asd2@asd.com","0","2","Red","11","29150.0","226","7","Mens Clothing","Shirt","Elfrieda Treutel Shirt","Elfrieda Treutel Casual Shirt","800.0","750.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","238","4","Mens Clothing","Shirt","Celestine Lakin Shirt","Celestine Lakin Casual Shirt","850.0","800.0","0","2","White"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","224","2","Mens Clothing","Shirt","Ocie Paucek Shirt","Ocie Paucek Casual Shirt","700.0","650.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","220","8","Mens Clothing","Shirt","Modesto Koepp Shirt","Modesto Koepp Casual Shirt","550.0","500.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","221","5","Mens Clothing","Shirt","Vaughn Marks Shirt","Vaughn Marks Casual Shirt","600.0","550.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","211","8","Mens Clothing","Shirt","Frances Hickle Shirt","Frances Hickle  Casual Shirt","100.0","50.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","218","9","Mens Clothing","Shirt","Jaylin Kirlin  Shirt","Jaylin Kirlin  formal Shirt","450.0","400.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","222","1","Mens Clothing","Shirt","Heber Ankunding Shirt","Heber Ankunding Casual Shirt","600.0","550.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","211","1","Mens Clothing","Shirt","Frances Hickle Shirt","Frances Hickle  Casual Shirt","100.0","50.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","229","7","Mens Clothing","Shirt","Kendra Kualis  Shirt","Kendra Kualis  formal Shirt","950.0","900.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","12","27050.0","225","7","Mens Clothing","Shirt","Mohammed Kutch Shirt","Mohammed Kutch Casual Shirt","750.0","700.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","220","3","Mens Clothing","Shirt","Modesto Koepp Shirt","Modesto Koepp Casual Shirt","550.0","500.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","216","6","Mens Clothing","Shirt","Filomena Sporer Shirt","Filomena Sporer Casual Shirt","350.0","300.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","228","9","Mens Clothing","Shirt","Issac Metz PhD Shirt","Issac Metz PhD Casual Shirt","900.0","850.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","240","5","Mens Clothing","Shirt","Miss Gerda West Shirt","Miss Gerda West Casual Shirt","950.0","900.0","0","2","White"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","213","9","Mens Clothing","Shirt","Sallie Considine  Shirt","Sallie Considine  Casual Shirt","200.0","150.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","242","5","Mens Clothing","Shirt","Rosa Keeling Shirt","Rosa Keeling Casual Shirt","150.0","100.0","0","2","White"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","219","1","Mens Clothing","Shirt","Rolando Botsford Shirt","Rolando Botsford Casual Shirt","500.0","450.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","218","1","Mens Clothing","Shirt","Jaylin Kirlin  Shirt","Jaylin Kirlin  formal Shirt","450.0","400.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","227","2","Mens Clothing","Shirt","Leta Collins  Shirt","Leta Collins  Casual Shirt","850.0","800.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","13","20800.0","213","7","Mens Clothing","Shirt","Sallie Considine  Shirt","Sallie Considine  Casual Shirt","200.0","150.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","227","4","Mens Clothing","Shirt","Leta Collins  Shirt","Leta Collins  Casual Shirt","850.0","800.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","234","5","Mens Clothing","Shirt","Carmela Schamberger Shirt","Carmela Schamberger Casual Shirt","650.0","600.0","0","2","White"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","223","5","Mens Clothing","Shirt","Roslyn Greenholt Shirt","Roslyn Greenholt formal Shirt","650.0","600.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","239","5","Mens Clothing","Shirt","Wyman DAmore Shirt","Wyman DAmore Casual Shirt","900.0","850.0","0","2","White"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","237","9","Mens Clothing","Shirt","Miss Filomena Braun Shirt","Miss Filomena Braun Casual Shirt","800.0","750.0","0","2","White"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","216","5","Mens Clothing","Shirt","Filomena Sporer Shirt","Filomena Sporer Casual Shirt","350.0","300.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","224","5","Mens Clothing","Shirt","Ocie Paucek Shirt","Ocie Paucek Casual Shirt","700.0","650.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","211","7","Mens Clothing","Shirt","Frances Hickle Shirt","Frances Hickle  Casual Shirt","100.0","50.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","216","7","Mens Clothing","Shirt","Filomena Sporer Shirt","Filomena Sporer Casual Shirt","350.0","300.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","14","31650.0","228","5","Mens Clothing","Shirt","Issac Metz PhD Shirt","Issac Metz PhD Casual Shirt","900.0","850.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","15","14750.0","224","1","Mens Clothing","Shirt","Ocie Paucek Shirt","Ocie Paucek Casual Shirt","700.0","650.0","0","2","blue"
"3","asd2","asd2@asd.com","0","2","Red","15","14750.0","237","2","Mens Clothing","Shirt","Miss Filomena Braun Shirt","Miss Filomena Braun Casual Shirt","800.0","750.0","0","2","White"
"3","asd2","asd2@asd.com","0","2","Red","15","14750.0","220","2","Mens Clothing","Shirt","Modesto Koepp Shirt","Modesto Koepp Casual Shirt","550.0","500.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","15","14750.0","216","7","Mens Clothing","Shirt","Filomena Sporer Shirt","Filomena Sporer Casual Shirt","350.0","300.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","15","14750.0","211","4","Mens Clothing","Shirt","Frances Hickle Shirt","Frances Hickle  Casual Shirt","100.0","50.0","0","2","Red"
"3","asd2","asd2@asd.com","0","2","Red","15","14750.0","233","1","Mens Clothing","Shirt","Destini Volkman Shirt","Destini Volkman Casual Shirt","600.0","550.0","0","2","White"
